site_id,date,Method Name,Observation Percent,Event Type
550250041,2022-07-27,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-07-28,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-07-29,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-07-30,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-07-31,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-01,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-02,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-03,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-04,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-05,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-06,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-07,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-08,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-09,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-10,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
550250041,2022-08-11,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,100.0,Included
